"Volcano.Number","Volcano.Name","Eruption.Number","Eruption.Category","Area.of.Activity","VEI","VEI.Modifier","Start.Year.Modifier","Start.Year","Start.Year.Uncertainty","Start.Month","Start.Day.Modifier","Start.Day","Start.Day.Uncertainty","Evidence.Method..dating.","End.Year.Modifier","End.Year","End.Year.Uncertainty","End.Month","End.Day.Modifier","End.Day","End.Day.Uncertainty","Country"
252100,"Hargy",15030,"Confirmed Eruption","Galloseulo","NULL","NULL","?",-5050,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252100,"Hargy",15031,"Confirmed Eruption","Galloseulo","NULL","NULL","?",950,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252110,"Bamus",15035,"Confirmed Eruption","NULL","3","?","NULL",1886,"8","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252110,"Bamus",15033,"Confirmed Eruption","NULL","NULL","NULL","NULL",-270,"50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252110,"Bamus",15034,"Confirmed Eruption","NULL","NULL","NULL","NULL",1650,"50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252110,"Bamus",15032,"Confirmed Eruption","NULL","NULL","NULL","NULL",-350,"75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15049,"Confirmed Eruption","NULL","2","NULL","NULL",1963,"NULL","3","NULL","17","NULL","Observations: Reported","NULL","1963","NULL","5","?","2","NULL","Papua New Guinea"
252120,"Ulawun",15055,"Confirmed Eruption","NULL","1","NULL","NULL",1983,"NULL","11","NULL","6","NULL","Observations: Reported","NULL","1984","NULL","3","NULL","13","NULL","Papua New Guinea"
252120,"Ulawun",15036,"Confirmed Eruption","NULL","2","NULL","NULL",1700,"NULL","3","NULL","11","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15040,"Confirmed Eruption","NULL","3","NULL","NULL",1915,"NULL","4","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15053,"Confirmed Eruption","Summit, lower east flank","3","NULL","NULL",1978,"NULL","5","NULL","7","NULL","Observations: Reported","NULL","1978","NULL","5","NULL","14","NULL","Papua New Guinea"
252120,"Ulawun",15074,"Confirmed Eruption","NULL","2","NULL","NULL",2006,"NULL","3","NULL","1","NULL","Observations: Reported","NULL","2007","NULL","1","NULL","18","NULL","Papua New Guinea"
252120,"Ulawun",15051,"Confirmed Eruption","NULL","3","NULL","NULL",1970,"NULL","1","NULL","15","NULL","Observations: Reported","NULL","1970","NULL","2","NULL","11","NULL","Papua New Guinea"
252120,"Ulawun",15057,"Confirmed Eruption","NULL","1","NULL","NULL",1984,"NULL","12","NULL","30","NULL","Observations: Reported","NULL","1985","NULL","1","NULL","27","NULL","Papua New Guinea"
252120,"Ulawun",15054,"Confirmed Eruption","NULL","3","NULL","NULL",1980,"NULL","10","NULL","6","NULL","Observations: Reported","NULL","1980","NULL","10","NULL","7","NULL","Papua New Guinea"
252120,"Ulawun",15072,"Confirmed Eruption","NULL","2","NULL","NULL",2004,"NULL","4","NULL","12","NULL","Observations: Reported","NULL","2004","NULL","4","NULL","14","NULL","Papua New Guinea"
252120,"Ulawun",15065,"Confirmed Eruption","NULL","2","NULL","NULL",2001,"NULL","8","NULL","28","NULL","Observations: Reported","NULL","2001","NULL","8","NULL","28","NULL","Papua New Guinea"
252120,"Ulawun",22535,"Confirmed Eruption","NULL","3","NULL","NULL",2023,"NULL","7","NULL","18","NULL","Observations: Reported","NULL","2023","NULL","12","NULL","31","NULL","Papua New Guinea"
252120,"Ulawun",15063,"Confirmed Eruption","NULL","4","NULL","NULL",2000,"NULL","9","NULL","28","NULL","Observations: Reported","NULL","2000","NULL","11","NULL","1","NULL","Papua New Guinea"
252120,"Ulawun",22319,"Confirmed Eruption","NULL","4","NULL","NULL",2019,"NULL","6","NULL","26","NULL","Observations: Reported","NULL","2019","NULL","10","NULL","5","NULL","Papua New Guinea"
252120,"Ulawun",15045,"Confirmed Eruption","NULL","2","NULL","NULL",1941,"NULL","1","NULL","26","NULL","Observations: Reported","NULL","1941","NULL","1","NULL","26","NULL","Papua New Guinea"
252120,"Ulawun",15041,"Confirmed Eruption","NULL","2","NULL","NULL",1918,"NULL","7","?","21","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15056,"Confirmed Eruption","NULL","1","NULL","NULL",1984,"NULL","8","NULL","23","NULL","Observations: Reported","NULL","1984","NULL","9","NULL","11","NULL","Papua New Guinea"
252120,"Ulawun",22606,"Confirmed Eruption","NULL","NULL","NULL","NULL",2025,"NULL","3","NULL","27","NULL","Observations: Reported","NULL","2025","NULL","4","NULL","7","NULL","Papua New Guinea"
252120,"Ulawun",15061,"Confirmed Eruption","NULL","1","NULL","NULL",1994,"NULL","4","?","19","NULL","Observations: Reported","NULL","1994","NULL","6","NULL","16","15","Papua New Guinea"
252120,"Ulawun",20833,"Confirmed Eruption","Summit crater","1","NULL","NULL",2012,"NULL","5","NULL","7","NULL","Observations: Reported","NULL","2012","NULL","5","NULL","31","NULL","Papua New Guinea"
252120,"Ulawun",15064,"Confirmed Eruption","Summit and NNE flank","3","NULL","NULL",2001,"NULL","1","?","16","NULL","Observations: Reported","NULL","2001","NULL","5","NULL","3","NULL","Papua New Guinea"
252120,"Ulawun",15043,"Confirmed Eruption","NULL","2","NULL","NULL",1927,"NULL","7","NULL","0","NULL","Observations: Reported","NULL","1927","NULL","9",">","17","NULL","Papua New Guinea"
252120,"Ulawun",22453,"Confirmed Eruption","NULL","2","NULL","NULL",2022,"NULL","6","NULL","2","NULL","Observations: Reported","NULL","2022","NULL","6","NULL","2","NULL","Papua New Guinea"
252120,"Ulawun",22171,"Confirmed Eruption","Summit crater","1","NULL","NULL",2016,"NULL","10","NULL","11","NULL","Observations: Reported","NULL","2016","NULL","11","NULL","18","NULL","Papua New Guinea"
252120,"Ulawun",22508,"Confirmed Eruption","NULL","1","NULL","NULL",2023,"NULL","3","NULL","28","NULL","Observations: Reported","NULL","2023","NULL","3","NULL","28","NULL","Papua New Guinea"
252120,"Ulawun",20834,"Confirmed Eruption","Summit crater","1","NULL","NULL",2012,"NULL","11","NULL","6","NULL","Observations: Reported","NULL","2012","NULL","12","NULL","11","NULL","Papua New Guinea"
252120,"Ulawun",15047,"Confirmed Eruption","NULL","2","NULL","NULL",1958,"NULL","2","NULL","1","60","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15048,"Confirmed Eruption","NULL","2","NULL","NULL",1960,"NULL","7","NULL","29","3","Observations: Reported","NULL","1962","NULL","11","NULL","16","15","Papua New Guinea"
252120,"Ulawun",20835,"Confirmed Eruption","Summit crater","1","NULL","NULL",2013,"NULL","7","NULL","8","NULL","Observations: Reported","NULL","2013","NULL","12","NULL","21","NULL","Papua New Guinea"
252120,"Ulawun",15059,"Confirmed Eruption","NULL","2","NULL","NULL",1989,"NULL","1","NULL","1","NULL","Observations: Reported","NULL","1989","NULL","12","?","16","15","Papua New Guinea"
252120,"Ulawun",15050,"Confirmed Eruption","NULL","2","NULL","NULL",1967,"NULL","1","NULL","22","NULL","Observations: Reported","NULL","1967","NULL","12","NULL","28","NULL","Papua New Guinea"
252120,"Ulawun",15042,"Confirmed Eruption","NULL","2","NULL","NULL",1919,"NULL","5","?","28","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",22285,"Confirmed Eruption","Summit crater","1","NULL","NULL",2018,"NULL","6","NULL","8","NULL","Observations: Reported","NULL","2018","NULL","6","NULL","8","NULL","Papua New Guinea"
252120,"Ulawun",15066,"Confirmed Eruption","NULL","2","NULL","NULL",2002,"NULL","8","?","22","NULL","Observations: Reported","NULL","2002","NULL","11","NULL","3","NULL","Papua New Guinea"
252120,"Ulawun",15073,"Confirmed Eruption","NULL","2","NULL","NULL",2005,"NULL","3","?","27","NULL","Observations: Reported","NULL","2005","NULL","8","?","9","NULL","Papua New Guinea"
252120,"Ulawun",22286,"Confirmed Eruption","Summit crater","2","NULL","NULL",2018,"NULL","9","NULL","21","NULL","Observations: Reported","NULL","2018","NULL","10","<","12","NULL","Papua New Guinea"
252120,"Ulawun",15077,"Confirmed Eruption","Summit crater","2","?","NULL",2010,"NULL","5","NULL","26","4","Observations: Reported","NULL","2011","NULL","5","NULL","27","NULL","Papua New Guinea"
252120,"Ulawun",15062,"Confirmed Eruption","NULL","1","NULL","NULL",1999,"NULL","10","NULL","20","NULL","Observations: Reported","NULL","1999","NULL","10","NULL","20","NULL","Papua New Guinea"
252120,"Ulawun",22225,"Confirmed Eruption","Summit crater","1","NULL","NULL",2017,"NULL","6","NULL","11","NULL","Observations: Reported","NULL","2017","NULL","11","NULL","3","NULL","Papua New Guinea"
252120,"Ulawun",15075,"Confirmed Eruption","NULL","2","NULL","NULL",2007,"NULL","5","NULL","1","NULL","Observations: Reported","NULL","2007","NULL","5","NULL","1","NULL","Papua New Guinea"
252120,"Ulawun",15058,"Confirmed Eruption","NULL","3","NULL","NULL",1985,"NULL","11","NULL","17","NULL","Observations: Reported","NULL","1985","NULL","11","NULL","22","NULL","Papua New Guinea"
252120,"Ulawun",15038,"Confirmed Eruption","NULL","3","NULL","NULL",1898,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15060,"Confirmed Eruption","NULL","2","NULL","NULL",1993,"NULL","1","NULL","12","NULL","Observations: Reported","NULL","1993","NULL","1","?","31","NULL","Papua New Guinea"
252120,"Ulawun",22414,"Confirmed Eruption","NULL","2","NULL","NULL",2021,"NULL","7","NULL","9","NULL","Observations: Reported","NULL","2021","NULL","11","NULL","29","NULL","Papua New Guinea"
252120,"Ulawun",15071,"Confirmed Eruption","NULL","2","NULL","NULL",2003,"NULL","4","?","14","NULL","Observations: Reported","NULL","2003","NULL","10","NULL","10","NULL","Papua New Guinea"
252120,"Ulawun",15037,"Confirmed Eruption","NULL","2","NULL","NULL",1878,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252120,"Ulawun",15052,"Confirmed Eruption","NULL","2","NULL","NULL",1973,"NULL","10","NULL","4","NULL","Observations: Reported","NULL","1973","NULL","10","NULL","19","NULL","Papua New Guinea"
252130,"Lolobau",15080,"Confirmed Eruption","Hulu","4","NULL","NULL",1100,"30","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252130,"Lolobau",15083,"Confirmed Eruption","East flank (Sili)","4","NULL","NULL",1911,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","1912","NULL","0","NULL","0","NULL","Papua New Guinea"
252130,"Lolobau",15081,"Confirmed Eruption","East flank (Sili, Malo), Hulu ?","4","P","NULL",1904,"NULL","8","NULL","9","NULL","Observations: Reported","NULL","1905","NULL","10",">","18","NULL","Papua New Guinea"
252140,"Rabaul",15084,"Confirmed Eruption","NULL","6","NULL","NULL",683,"2","NULL","NULL","NULL","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252140,"Rabaul",15091,"Confirmed Eruption","Tavurvur","1","NULL","NULL",1940,"NULL","2","NULL","4","4","Observations: Reported","NULL","1940","NULL","5","NULL","18","NULL","Papua New Guinea"
252140,"Rabaul",15098,"Confirmed Eruption","Tavurvur","2","NULL","NULL",2002,"NULL","10","?","6","NULL","Observations: Reported","NULL","2004","NULL","2","NULL","17","NULL","Papua New Guinea"
252140,"Rabaul",15085,"Confirmed Eruption","NE caldera rim (Rabalanakia)","NULL","NULL","NULL",1450,"150","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252140,"Rabaul",15089,"Confirmed Eruption","Vulcan Island and Tavurvur","3","NULL","NULL",1878,"NULL","1","?","30","NULL","Observations: Reported","NULL","1878","NULL","2","NULL","26","2","Papua New Guinea"
252140,"Rabaul",15096,"Confirmed Eruption","Tavurvur and Vulcan","4","?","NULL",1994,"NULL","9","NULL","19","NULL","Observations: Reported","NULL","1995","NULL","4","NULL","16","NULL","Papua New Guinea"
252140,"Rabaul",20811,"Confirmed Eruption","Tavurvur","2","NULL","NULL",2013,"NULL","1","NULL","19","NULL","Observations: Reported","NULL","2014","NULL","3","NULL","11","NULL","Papua New Guinea"
252140,"Rabaul",15088,"Confirmed Eruption","Sulfur Creek","2","NULL","?",1850,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252140,"Rabaul",15090,"Confirmed Eruption","Vulcan and Tavurvur","4","?","NULL",1937,"NULL","5","NULL","29","NULL","Observations: Reported","NULL","1937","NULL","6","NULL","2","NULL","Papua New Guinea"
252140,"Rabaul",15092,"Confirmed Eruption","Tavurvur","2","NULL","NULL",1941,"NULL","6","NULL","6","NULL","Observations: Reported","NULL","1942","NULL","3","NULL","31","30","Papua New Guinea"
252140,"Rabaul",15097,"Confirmed Eruption","Tavurvur","2","NULL","NULL",1995,"NULL","11","NULL","28","NULL","Observations: Reported","NULL","2001","NULL","9","NULL","5","4","Papua New Guinea"
252140,"Rabaul",20957,"Confirmed Eruption","Tavurvur","3","NULL","NULL",2014,"NULL","7","NULL","7","NULL","Observations: Reported","NULL","2014","NULL","9","NULL","18","NULL","Papua New Guinea"
252140,"Rabaul",20810,"Confirmed Eruption","Tavurvur","2","NULL","NULL",2011,"NULL","3","NULL","29","NULL","Observations: Reported","NULL","2011","NULL","8","NULL","12","NULL","Papua New Guinea"
252140,"Rabaul",15086,"Confirmed Eruption","Tavurvur ?","2","NULL","NULL",1767,"NULL","9","NULL","10","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252140,"Rabaul",15099,"Confirmed Eruption","Tavurvur","2","NULL","NULL",2005,"NULL","1","NULL","25","NULL","Observations: Reported","NULL","2006","NULL","2","NULL","17","NULL","Papua New Guinea"
252140,"Rabaul",15087,"Confirmed Eruption","Tavurvur","2","?","NULL",1791,"NULL","5","NULL","22","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
252140,"Rabaul",15100,"Confirmed Eruption","Tavurvur","4","?","NULL",2006,"NULL","8","NULL","11","NULL","Observations: Reported","NULL","2010","NULL","1","NULL","31","NULL","Papua New Guinea"
252140,"Rabaul",15101,"Confirmed Eruption","Tavurvur","1","?","NULL",2010,"NULL","7","NULL","23","NULL","Observations: Reported","NULL","2010","NULL","7","NULL","25","NULL","Papua New Guinea"
252140,"Rabaul",15093,"Confirmed Eruption","Tavurvur","2","NULL","NULL",1943,"NULL","11","NULL","24","NULL","Observations: Reported","NULL","1943","NULL","12",">","23","NULL","Papua New Guinea"
252150,"Tavui",15102,"Confirmed Eruption","NULL","5","NULL","NULL",-4946,"40","NULL","NULL","NULL","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
253010,"Lamington",15103,"Confirmed Eruption","NULL","NULL","NULL","NULL",-5980,"300","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
253010,"Lamington",15105,"Confirmed Eruption","NULL","4","NULL","NULL",1951,"NULL","1","NULL","17","NULL","Observations: Reported","NULL","1956","NULL","7","NULL","2","182","Papua New Guinea"
253010,"Lamington",15104,"Confirmed Eruption","NULL","NULL","NULL","NULL",-4850,"300","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
253030,"Victory",15107,"Confirmed Eruption","NULL","2","NULL","?",1890,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","1935","5","0","NULL","0","NULL","Papua New Guinea"
253040,"Sessagara Hills",15108,"Confirmed Eruption","NULL","3","NULL","NULL",1943,"NULL","9","NULL","18","NULL","Observations: Reported","NULL","1944","NULL","8","NULL","31","NULL","Papua New Guinea"
253060,"Dawson Strait Group",15109,"Confirmed Eruption","Oiau","NULL","NULL","?",1350,"NULL","0","NULL","0","NULL","Chem/Bio: Hydration Rind","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255011,"Billy Mitchell",15111,"Confirmed Eruption","NULL","5","+","NULL",1032,"23","NULL","NULL","NULL","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255011,"Billy Mitchell",15112,"Confirmed Eruption","NULL","6","NULL","NULL",1580,"19","NULL","NULL","NULL","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15138,"Confirmed Eruption","NULL","2","NULL","NULL",1972,"NULL","7","NULL","2","182","Observations: Reported","NULL","1995","NULL","7",">","2","182","Papua New Guinea"
255020,"Bagana",15132,"Confirmed Eruption","NULL","2","NULL","NULL",1961,"NULL","7","NULL","26","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15119,"Confirmed Eruption","NULL","NULL","NULL","NULL",1899,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15139,"Confirmed Eruption","NULL","2","NULL","<",2000,"NULL","2","NULL","28","NULL","Observations: Reported",">","2026","NULL","3","NULL","17","NULL","Papua New Guinea"
255020,"Bagana",15137,"Confirmed Eruption","NULL","2","NULL","NULL",1970,"NULL","5","NULL","21","15","Observations: Reported","NULL","1971","NULL","8",">","16","15","Papua New Guinea"
255020,"Bagana",15118,"Confirmed Eruption","NULL","2","NULL","NULL",1897,"NULL","5","?","16","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15126,"Confirmed Eruption","NULL","2","NULL","NULL",1945,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","1947","NULL","0","NULL","0","NULL","Papua New Guinea"
255020,"Bagana",15120,"Confirmed Eruption","NULL","2","?","NULL",1908,"NULL","7","NULL","15","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15129,"Confirmed Eruption","NULL","3","NULL","NULL",1953,"NULL","6","NULL","16","15","Observations: Reported","NULL","1953","NULL","9","NULL","16","15","Papua New Guinea"
255020,"Bagana",15134,"Confirmed Eruption","NULL","2","NULL","NULL",1964,"NULL","4","NULL","24","NULL","Observations: Reported","NULL","1965","NULL","7","NULL","2","182","Papua New Guinea"
255020,"Bagana",15127,"Confirmed Eruption","NULL","3","NULL","NULL",1948,"NULL","12","NULL","1","30","Observations: Reported","NULL","1951","NULL","12","NULL","1","30","Papua New Guinea"
255020,"Bagana",15122,"Confirmed Eruption","NULL","3","NULL","NULL",1937,"NULL","9","NULL","7","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15128,"Confirmed Eruption","NULL","4","NULL","NULL",1952,"NULL","2","NULL","29","NULL","Observations: Reported","NULL","1952","NULL","10","NULL","16","15","Papua New Guinea"
255020,"Bagana",15123,"Confirmed Eruption","NULL","3","NULL","NULL",1938,"NULL","5","NULL","15","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15124,"Confirmed Eruption","NULL","2","NULL","NULL",1939,"NULL","1","?","30","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15136,"Confirmed Eruption","NULL","2","NULL","NULL",1968,"NULL","8","NULL","16","15","Observations: Reported","NULL","1968","NULL","8","NULL","16","15","Papua New Guinea"
255020,"Bagana",15117,"Confirmed Eruption","NULL","2","NULL","NULL",1894,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","1895","NULL","0","NULL","0","NULL","Papua New Guinea"
255020,"Bagana",15114,"Confirmed Eruption","NULL","1","NULL","NULL",1842,"NULL","3","NULL","15","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15135,"Confirmed Eruption","NULL","3","NULL","NULL",1966,"NULL","3","NULL","20","NULL","Observations: Reported","NULL","1967","NULL","11","NULL","30","NULL","Papua New Guinea"
255020,"Bagana",15125,"Confirmed Eruption","NULL","1","NULL","NULL",1943,"NULL","4","<","7","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15116,"Confirmed Eruption","NULL","3","NULL","NULL",1883,"NULL","12","NULL","31","30","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15133,"Confirmed Eruption","NULL","2","NULL","NULL",1962,"NULL","2","NULL","15","NULL","Observations: Reported","NULL","1963","NULL","7","NULL","2","182","Papua New Guinea"
255020,"Bagana",15131,"Confirmed Eruption","NULL","2","NULL","?",1959,"NULL","7","NULL","2","182","Observations: Reported","NULL","1960","NULL","5","NULL","16","15","Papua New Guinea"
255020,"Bagana",15130,"Confirmed Eruption","NULL","2","NULL","NULL",1956,"NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255020,"Bagana",15115,"Confirmed Eruption","NULL","2","NULL","NULL",1865,"3","0","NULL","0","NULL","Observations: Reported","NULL","1883","NULL","0","NULL","0","NULL","Papua New Guinea"
255030,"Loloru",15143,"Confirmed Eruption","NULL","NULL","NULL","?",-2150,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255030,"Loloru",15140,"Confirmed Eruption","NULL","NULL","NULL","?",-6950,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255030,"Loloru",15145,"Confirmed Eruption","NULL","NULL","NULL","?",-1050,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255030,"Loloru",15141,"Confirmed Eruption","NULL","NULL","NULL","?",-4150,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255030,"Loloru",15142,"Confirmed Eruption","NULL","NULL","NULL","?",-3150,"NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
255030,"Loloru",15144,"Confirmed Eruption","NULL","NULL","NULL","NULL",-1260,"300","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Papua New Guinea"
261030,"Peuet Sague",15375,"Confirmed Eruption","NULL","2","NULL","NULL",1986,"NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261030,"Peuet Sague",15393,"Confirmed Eruption","NULL","1","NULL","NULL",1998,"NULL","4","NULL","19","NULL","Observations: Reported","NULL","1998","NULL","4","?","26","NULL","Indonesia"
261030,"Peuet Sague",15391,"Confirmed Eruption","NULL","2","NULL","NULL",1918,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","1921","NULL","0","NULL","0","NULL","Indonesia"
261030,"Peuet Sague",15394,"Confirmed Eruption","NULL","1","NULL","NULL",1999,"NULL","3","?","9","NULL","Observations: Reported","NULL","1999","NULL","4","NULL","30","3","Indonesia"
261030,"Peuet Sague",15376,"Confirmed Eruption","NULL","2","NULL","NULL",1991,"NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261030,"Peuet Sague",15395,"Confirmed Eruption","NULL","2","NULL","NULL",2000,"NULL","12","NULL","25","NULL","Observations: Reported","NULL","2000","NULL","12",">","26","NULL","Indonesia"
261030,"Peuet Sague",15392,"Confirmed Eruption","NULL","2","NULL","NULL",1979,"NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261050,"Telong, Bur ni",15399,"Confirmed Eruption","NULL","2","NULL","NULL",1919,"NULL","12","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261050,"Telong, Bur ni",15396,"Confirmed Eruption","NULL","2","NULL","NULL",1837,"NULL","9","NULL","25","5","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261050,"Telong, Bur ni",15401,"Confirmed Eruption","NULL","NULL","NULL","NULL",1937,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261050,"Telong, Bur ni",15397,"Confirmed Eruption","NULL","2","NULL","NULL",1839,"NULL","1","NULL","12","NULL","Observations: Reported","NULL","1839","NULL","1","NULL","13","NULL","Indonesia"
261050,"Telong, Bur ni",15398,"Confirmed Eruption","NULL","2","NULL","NULL",1856,"NULL","4","NULL","14","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261070,"Singkut",15402,"Confirmed Eruption","NULL","NULL","NULL","NULL",1881,"NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261080,"Sinabung",22365,"Confirmed Eruption","NULL","3","NULL","NULL",2020,"NULL","8","NULL","8","NULL","Observations: Reported","NULL","2021","NULL","9","NULL","23","NULL","Indonesia"
261080,"Sinabung",22316,"Confirmed Eruption","Summit crater","4","NULL","NULL",2019,"NULL","5","<","7","NULL","Observations: Reported","NULL","2019","NULL","6","NULL","9","NULL","Indonesia"
261080,"Sinabung",15404,"Confirmed Eruption","Summit crater","3","NULL","NULL",2010,"NULL","8","NULL","27","NULL","Observations: Reported","NULL","2010","NULL","9","NULL","17","NULL","Indonesia"
261080,"Sinabung",20818,"Confirmed Eruption","Summit crater and SE flank","4","NULL","NULL",2013,"NULL","9","NULL","15","NULL","Observations: Reported","NULL","2018","NULL","6","NULL","22","NULL","Indonesia"
261080,"Sinabung",22270,"Confirmed Eruption","SE flank","NULL","NULL","NULL",810,"70","NULL","NULL","NULL","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indonesia"
261120,"Sorikmarapi",15411,"Confirmed Eruption","East flank (Sibanggor Julu)","2","NULL","NULL",1893,"NULL","1","NULL","4","NULL","Observations: Reported","NULL","1893","NULL","1","NULL","4","NULL","Indonesia"
