"Year","Mo","Dy","Tsu","Eq","Name","Location","Country","Latitude","Longitude","Elevation..m.","Type","Eruption","VEI","Agent","Deaths","Death.Description","Missing","Missing.Description","Injuries","Injuries.Description","Damage...Mil.","Damage.Description","Houses.Destroyed","Houses.Destroyed.Description","Total.Deaths","Total.Death.Description","Total.Missing","Total.Missing.Description","Total.Injuries","Total.Injuries.Description","Total.Damage...Mil.","Total.Damage.Description","Total.Houses.Destroyed","Total.Houses.Destroyed.Description","Cumulative_Eruptions"
1929,6,17,NA,NA,"Hokkaido-Komagatake","Hokkaido-Japan","Japan",42.063,140.677,1131,"Stratovolcano","true",4,"T",2,1,NA,NA,4,1,NA,NA,1915,4,2,1,NA,NA,4,1,NA,NA,1915,4,362
1929,8,2,NA,NA,"Etna","Italy","Italy",37.748,14.999,3357,"Stratovolcano","true",1,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,363
1929,11,2,NA,NA,"Santa Maria","Guatemala","Guatemala",14.757,-91.552,3745,"Stratovolcano","true",3,"P,M",200,3,NA,NA,NA,NA,NA,NA,NA,NA,200,3,NA,NA,NA,NA,NA,NA,NA,NA,364
1930,3,17,1624,NA,"Krakatau","Indonesia","Indonesia",-6.101,105.423,285,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365
1930,8,20,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",3,"T",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,366
1930,9,11,4218,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",3,"P,W,T",5,1,NA,NA,20,1,NA,2,NA,NA,6,1,NA,NA,20,1,NA,2,NA,NA,367
1930,12,18,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",3,"P,M",1369,4,NA,NA,NA,NA,NA,3,1109,4,1369,4,NA,NA,NA,NA,NA,3,1109,4,368
1931,8,20,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",3,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,369
1932,1,21,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,370
1932,10,1,NA,NA,"Kusatsu-Shiranesan","Honshu-Japan","Japan",36.618,138.528,2165,"Stratovolcano","true",3,"M",2,1,NA,NA,7,1,NA,NA,NA,NA,2,1,NA,NA,7,1,NA,NA,NA,NA,371
1933,1,8,1657,NA,"Kharimkotan","Kuril Is","Russia",49.12,154.508,1145,"Stratovolcano","true",5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,372
1933,12,24,NA,NA,"Kuchinoerabujima","Ryukyu Is","Japan",30.443,130.217,657,"Stratovolcano","true",4,"T",8,1,NA,NA,26,1,NA,NA,NA,NA,8,1,NA,NA,26,1,NA,NA,NA,NA,373
1933,12,25,1666,NA,"Bulusan","Luzon-Philippines","Philippines",12.769,124.056,1535,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,3,NA,NA,374
1936,7,29,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",3,"P,T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,375
1937,2,9,NA,NA,"Llaima","Chile-C","Chile",-38.692,-71.729,3125,"Stratovolcano","true",2,"F",3,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,376
1937,5,29,1698,10010,"Rabaul","New Britain-SW Pac","Papua New Guinea",-4.246,152.194,688,"Pyroclastic shield","true",4,"P,T,W,I",507,3,NA,NA,NA,NA,NA,1,NA,1,507,3,NA,NA,NA,NA,NA,1,NA,1,377
1938,1,28,3638,NA,"Nyamulagira","Africa-C","Congo, DRC",-1.408,29.2,3058,"Shield volcano","true",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,378
1938,6,5,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,379
1938,7,16,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",1,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,380
1939,7,24,5694,NA,"Kick 'em Jenny","W Indies","Netherlands",12.3,-61.64,-185,"Submarine volcano","true",1,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381
1939,8,17,NA,NA,"Izu-Torishima","Izu Is-Japan","Japan",30.484,140.303,394,"Stratovolcano","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,382
1939,10,13,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",1,"T",10,1,NA,NA,NA,NA,NA,1,NA,NA,10,1,NA,NA,NA,NA,NA,1,NA,NA,383
1940,6,20,NA,NA,"Karangetang","Sangihe Is-Indonesia","Indonesia",2.781,125.407,1797,"Stratovolcano","true",2,"",1,1,NA,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,384
1940,7,12,NA,NA,"Miyakejima","Izu Is-Japan","Japan",34.094,139.526,775,"Stratovolcano","true",2,"L",11,1,NA,NA,20,1,NA,NA,24,1,11,1,NA,NA,20,1,NA,NA,24,1,385
1940,7,24,NA,NA,"Lengai, Ol Doinyo","Africa-E","Tanzania",-2.764,35.914,2962,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,386
1941,7,13,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,387
1941,9,21,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,388
1943,2,20,NA,NA,"Michoacan-Guanajuato","Mexico","Mexico",19.85,-101.75,3860,"Cinder cone","true",4,"E,I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,103,1,NA,NA,NA,NA,NA,NA,NA,NA,389
1943,4,13,NA,NA,"Azul, Cerro","Galapagos","Ecuador",-0.92,-91.408,1640,"Shield volcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,390
1944,3,27,NA,NA,"Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","true",3,"T,L,I",27,1,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA,NA,NA,NA,NA,NA,NA,NA,391
1944,6,10,NA,NA,"Cleveland","Aleutian Is","United States",52.825,-169.944,1730,"Stratovolcano","true",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,392
1944,7,11,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",NA,"P",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,393
1944,8,20,4227,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,394
1944,8,26,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",2,"G",1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,395
1944,12,4,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",2,"T",117,3,NA,NA,250,3,NA,NA,NA,NA,117,3,NA,NA,250,3,NA,NA,NA,NA,396
1944,12,28,NA,NA,"Toya","Hokkaido-Japan","Japan",42.544,140.839,733,"Stratovolcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,397
1946,1,NA,NA,NA,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,398
1946,2,NA,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"F",6,1,NA,NA,NA,NA,NA,2,81,2,6,1,NA,NA,NA,NA,NA,2,81,2,399
1946,10,29,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,400
1946,11,13,1769,NA,"Sarychev Peak","Kuril Is","Russia",48.092,153.2,1496,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401
1947,1,7,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,402
1947,8,14,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"",11,1,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,403
1947,11,2,NA,NA,"Hekla","Iceland-S","Iceland",63.983,-19.666,1490,"Stratovolcano","true",4,"L",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,404
1948,4,7,NA,NA,"Iliwerung","Lesser Sunda Is","Indonesia",-8.532,123.573,583,"Complex volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,405
1949,1,1,NA,NA,"Villarrica","Chile-C","Chile",-39.42,-71.93,2847,"Stratovolcano","true",3,"M",54,2,NA,NA,NA,NA,NA,2,NA,NA,54,2,NA,NA,NA,NA,NA,2,NA,NA,406
1949,5,26,NA,NA,"Purace","Colombia","Colombia",2.32,-76.4,4650,"Stratovolcano","true",2,"T",17,1,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,407
1949,6,NA,NA,NA,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",3,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,408
1950,8,28,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",1,"P",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,409
1950,9,15,NA,NA,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",3,"P",68,2,NA,NA,NA,NA,NA,NA,NA,NA,68,2,NA,NA,NA,NA,NA,NA,NA,NA,410
1950,9,23,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,411
1951,1,21,NA,NA,"Lamington","New Guinea","Papua New Guinea",-8.95,148.15,1680,"Stratovolcano","true",4,"P",2942,4,NA,NA,NA,2,NA,NA,NA,NA,2942,4,NA,NA,NA,2,NA,NA,NA,NA,412
1951,8,3,3383,3974,"Cosiguina","Nicaragua","Nicaragua",12.98,-87.57,872,"Stratovolcano","true",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,413
1951,8,31,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"",7,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,414
1951,12,4,NA,NA,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",3,"P",500,3,1500,4,NA,NA,NA,NA,NA,NA,500,3,1500,4,NA,NA,NA,NA,NA,NA,415
1951,NA,NA,1816,NA,"Kavachi","Solomon Is-SW Pacifi","Solomon Is.",-8.991,157.979,-20,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416
1952,9,16,1824,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417
1952,9,17,5928,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418
1952,9,23,1825,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419
1952,9,24,1826,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"P",31,1,NA,NA,NA,NA,NA,1,NA,NA,31,1,NA,NA,NA,NA,NA,1,NA,NA,420
1952,9,26,1827,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421
1952,NA,NA,NA,NA,"Ambalatungan Group","Luzon-Philippines","Philippines",17.32,121.1,2329,"Compound volcano","true",1,"",12,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,422
1953,3,11,1833,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423
1953,3,25,5566,NA,"Myojinsho","Izu Is-Japan","Japan",31.888,139.918,11,"Submarine volcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424
1953,4,27,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,425
1953,6,27,1838,NA,"St. Andrew Strait","Admiralty Is-SW Paci","Papua New Guinea",-2.38,147.35,270,"Complex volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,426
1953,6,NA,NA,NA,"Sirung","Lesser Sunda Is","Indonesia",-8.497,124.131,1347,"Complex volcano","true",0,"",5,1,NA,NA,1,1,NA,NA,NA,NA,5,1,NA,NA,1,1,NA,NA,NA,NA,427
1953,10,5,NA,NA,"Izu-Oshima","Izu Is-Japan","Japan",34.724,139.394,746,"Stratovolcano","true",1,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,428
1954,1,18,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",64,2,NA,NA,57,2,NA,2,144,3,64,2,NA,NA,57,2,NA,2,144,3,429
1954,2,NA,3395,NA,"Stromboli","Italy","Italy",38.789,15.213,924,"Stratovolcano","true",NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,430
1954,8,3,NA,NA,"Bam","New Guinea-NE of","Papua New Guinea",-3.613,144.818,685,"Stratovolcano","true",2,"I",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,25,1,NA,NA,NA,2,NA,NA,NA,NA,431
1954,NA,NA,NA,NA,"Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1552,"Stratovolcano","true",NA,"m",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,432
1955,7,26,NA,NA,"Carran-Los Venados","Chile-C","Chile",-40.35,-72.07,1114,"Pyroclastic cone","true",4,"G",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,433
1955,10,13,NA,NA,"Aira","Kyushu-Japan","Japan",31.577,130.659,1117,"Stratovolcano","true",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,434
1956,3,30,1856,NA,"Bezymianny","Kamchatka","Russia",55.972,160.595,2882,"Stratovolcano","true",5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435
1957,3,11,NA,4116,"Vsevidof","Aleutian Is","United States",53.13,-168.693,2149,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436
1957,7,NA,NA,NA,"Unzendake","Kyushu-Japan","Japan",32.761,130.299,1483,"Complex volcano","true",NA,"m",13,1,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,437
1957,10,13,NA,NA,"Izu-Oshima","Izu Is-Japan","Japan",34.724,139.394,746,"Stratovolcano","true",2,"T",1,1,NA,NA,53,2,NA,NA,NA,NA,1,1,NA,NA,53,2,NA,NA,NA,NA,438
1957,10,NA,NA,NA,"Asosan","Kyushu-Japan","Japan",32.885,131.085,1592,"Caldera","true",2,"T",12,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,439
1958,7,12,NA,NA,"Mahawu","Sulawesi-Indonesia","Indonesia",1.352,124.865,1299,"Stratovolcano","true",2,"M",1,1,NA,NA,10,1,NA,NA,NA,NA,1,1,NA,NA,10,1,NA,NA,NA,NA,440
1958,10,7,1882,NA,"Kuwae","Vanuatu-SW Pacific","Vanuatu",-16.83,168.523,-2,"Caldera","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441
1960,5,25,1902,4227,"Puyehue-Cordon Caulle","Chile-C","Chile",-40.59,-72.117,2236,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442
1961,1,25,NA,NA,"Calbuco","Chile-S","Chile",-41.33,-72.618,1974,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443
1961,5,8,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",3,"P",6,1,NA,NA,6,1,NA,2,NA,3,6,1,NA,NA,6,1,NA,2,NA,3,444
1961,8,18,NA,NA,"Asamayama","Honshu-Japan","Japan",36.406,138.523,2568,"Complex volcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,445
1962,6,29,NA,NA,"Tokachidake","Hokkaido-Japan","Japan",43.418,142.686,2077,"Stratovolcano","true",3,"T",5,1,NA,NA,11,1,NA,NA,NA,NA,5,1,NA,NA,11,1,NA,NA,NA,NA,446
1962,12,31,NA,NA,"Gamalama","Halmahera-Indonesia","Indonesia",0.81,127.332,1714,"Stratovolcano","true",2,"",5,1,NA,NA,5,1,NA,NA,NA,NA,5,1,NA,NA,5,1,NA,NA,NA,NA,447
1963,3,17,NA,NA,"Irazu","Costa Rica","Costa Rica",9.979,-83.852,3436,"Stratovolcano","true",3,"T",15,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,448
1963,3,18,1942,NA,"Agung","Lesser Sunda Is","Indonesia",-8.343,115.508,2997,"Stratovolcano","true",5,"P,T,M,A",1028,4,NA,3,624,3,NA,NA,NA,NA,1028,4,NA,3,624,3,NA,NA,NA,NA,449
1963,5,5,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,450
1963,5,16,NA,4292,"Agung","Lesser Sunda Is","Indonesia",-8.343,115.508,2997,"Stratovolcano","true",3,"",120,2,NA,NA,NA,NA,NA,NA,NA,NA,120,2,NA,NA,NA,NA,NA,NA,NA,NA,451
1963,5,21,NA,NA,"Villarrica","Chile-C","Chile",-39.42,-71.93,2847,"Stratovolcano","true",2,"M",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,452
1963,9,5,NA,NA,"Batur","Lesser Sunda Is","Indonesia",-8.24,115.378,1711,"Caldera","true",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,453
1963,9,28,NA,NA,"Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","true",3,"M",7,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,454
1963,12,10,NA,NA,"Irazu","Costa Rica","Costa Rica",9.979,-83.852,3436,"Stratovolcano","true",3,"M,T",40,1,NA,NA,NA,1,NA,2,400,3,40,1,NA,NA,NA,1,NA,2,400,3,455
1964,1,1,NA,NA,"Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","true",2,"",1,1,NA,NA,3,1,NA,NA,NA,NA,1,1,NA,NA,3,1,NA,NA,NA,NA,456
1964,3,3,NA,NA,"Villarrica","Chile-C","Chile",-39.42,-71.93,2847,"Stratovolcano","true",2,"M",25,1,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,457
1964,12,13,NA,NA,"Dieng Volcanic Complex","Java","Indonesia",-7.2,109.879,2565,"Complex volcano","true",1,"",114,3,NA,NA,NA,NA,NA,NA,NA,NA,114,3,NA,NA,NA,NA,NA,NA,NA,NA,458
1965,9,28,1977,NA,"Taal","Luzon-Philippines","Philippines",14.011,120.998,311,"Stratovolcano","true",4,"P,W",355,3,NA,NA,NA,NA,NA,1,NA,1,355,3,NA,NA,NA,NA,NA,1,NA,1,459
1965,10,24,5695,NA,"Kick 'em Jenny","W Indies","Netherlands",12.3,-61.64,-185,"Submarine volcano","true",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460
1966,1,13,5478,NA,"Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.386,165.804,796,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461
1966,4,26,NA,NA,"Kelud","Java","Indonesia",-7.935,112.314,1730,"Stratovolcano","true",4,"M,m,P",215,3,78,2,86,2,NA,NA,NA,NA,215,3,78,2,86,2,NA,NA,NA,NA,462
1966,8,12,NA,NA,"Awu","Sangihe Is-Indonesia","Indonesia",3.689,125.447,1318,"Stratovolcano","true",4,"P,M,I",39,1,NA,NA,1000,3,NA,NA,NA,2,39,1,NA,NA,1000,3,NA,NA,NA,2,463
1966,8,14,NA,NA,"Lengai, Ol Doinyo","Africa-E","Tanzania",-2.764,35.914,2962,"Stratovolcano","true",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,464
1966,11,6,NA,NA,"Rincon de la Vieja","Costa Rica","Costa Rica",10.83,-85.324,1916,"Complex volcano","true",3,"P,T,G",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,465
1967,7,8,NA,NA,"Lengai, Ol Doinyo","Africa-E","Tanzania",-2.764,35.914,2962,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,466
1967,8,31,NA,NA,"Semeru","Java","Indonesia",-8.108,112.922,3657,"Stratovolcano","true",3,"M",3,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,467
1967,12,4,1992,NA,"Deception Island","Antarctica","Antarctica",-62.957,-60.637,602,"Caldera","true",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468
1968,4,21,NA,NA,"Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","true",3,"M,P",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,469
1968,7,29,NA,NA,"Arenal","Costa Rica","Costa Rica",10.463,-84.703,1670,"Stratovolcano","true",3,"P,T",80,2,NA,NA,NA,NA,NA,1,NA,NA,80,2,NA,NA,NA,NA,NA,1,NA,NA,470
1969,1,7,NA,NA,"Merapi","Java","Indonesia",-7.54,110.446,2910,"Stratovolcano","true",2,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,471
1969,1,28,NA,NA,"Iya","Lesser Sunda Is","Indonesia",-8.891,121.641,618,"Stratovolcano","true",3,"T,m",2,1,NA,NA,10,1,NA,NA,287,3,2,1,NA,NA,10,1,NA,NA,287,3,472
1969,3,21,2872,NA,"Didicas","Luzon-N of","Philippines",19.077,122.202,228,"Compound volcano","true",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,473
1970,5,5,NA,NA,"Hekla","Iceland-S","Iceland",63.983,-19.666,1490,"Stratovolcano","true",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,474
1971,8,12,NA,NA,"Hudson, Cerro","Chile-S","Chile",-45.9,-72.97,1905,"Stratovolcano","true",3,"M",5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,475
1971,9,6,2043,NA,"Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.386,165.804,796,"Stratovolcano","true",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476
