"Volcano.Number","Volcano.Name","Country","Volcanic.Region.Group","Volcanic.Region","Volcano.Landform","Primary.Volcano.Type","Activity.Evidence","Last.Known.Eruption.1","Latitude","Longitude","Elevation..m.","Dominant.Rock.Type","Tectonic.Setting","Location","Type","Status","Last.Known.Eruption","Tectonic_Summary"
214060,"Aragats","Armenia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",40.53,44.2,4095,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Armenia","Stratovolcano","Holocene","U","Intraplate"
214070,"Ghegham Volcanic Ridge","Armenia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field","Eruption Dated","1900 BCE",40.283,45,3597,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Armenia","Volcanic field","Holocene","U","Intraplate"
214080,"Vaiyots-Sar","Armenia","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Minor (Basaltic)","Pyroclastic cone(s)","Eruption Dated","2000 BCE",39.797,45.497,2575,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Armenia","Unknown","Holocene","U","Intraplate"
214090,"Porak","Armenia-Azerbaijan","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field","Eruption Dated","778 BCE",40.028,45.74,3029,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Armenia","Stratovolcano","Anthropology","D7","Intraplate"
214100,"Tskhouk-Karckar","Armenia-Azerbaijan","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Pyroclastic cone(s)","Eruption Dated","3000 BCE",39.742,45.992,3139,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Armenia","Pyroclastic cones","Tephrochronology","D7","Intraplate"
221010,"Tair, Jebel at","Yemen","Eastern Africa Volcanic Regions","Red Sea Rift Volcanic Province","Composite","Stratovolcano","Eruption Observed","2008 CE",15.55,41.83,244,"Trachybasalt / Tephrite Basanite","Rift zone / Oceanic crust (< 15 km)","Red Sea","Stratovolcano","Historical","D3","Rift zone"
221020,"Zubair Group","Yemen","Eastern Africa Volcanic Regions","Red Sea Rift Volcanic Province","Shield","Shield","Eruption Observed","2013 CE",15.05,42.18,191,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Red Sea","Shield volcano","Historical","D3","Rift zone"
221021,"Zukur","Yemen","Eastern Africa Volcanic Regions","Red Sea Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",14.02,42.75,624,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Red Sea","Shield volcano","Holocene","U","Rift zone"
221022,"Hanish","Yemen","Eastern Africa Volcanic Regions","Red Sea Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",13.72,42.73,422,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Red Sea","Shield volcano","Holocene","U","Rift zone"
221040,"Alid","Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",14.88,39.92,904,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221041,"Dallol","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Minor (Basaltic)","Explosion crater(s)","Eruption Observed","2011 CE",14.242,40.3,-48,"No Data (checked)","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Explosion crater","Historical","D2","Rift zone"
221050,"Gada Ale","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",13.975,40.408,287,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221060,"Alu-Dalafilla","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Fissure vent(s)","Eruption Observed","2008 CE",13.793,40.553,578,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Fissure vent","Holocene","U","Rift zone"
221071,"Bora Ale","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",13.725,40.6,668,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221080,"Erta Ale","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Eruption Observed","2025 CE",13.601,40.666,585,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Historical","D1","Rift zone"
221090,"Ale Bagu","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",13.512,40.631,988,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221091,"Hayli Gubbi","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Eruption Observed","2025 CE",13.5111,40.7161,493,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221100,"Dubbi","Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Eruption Observed","1861 CE",13.579,41.809,1625,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Historical","D3","Rift zone"
221101,"Nabro","Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Eruption Observed","2012 CE",13.37,41.7,2218,"Trachyte / Trachydacite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","Unknown","Rift zone"
221102,"Mallahle","Ethiopia-Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Uncertain","Unknown",13.27,41.65,1875,"Trachyte / Trachydacite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","Unknown","Rift zone"
221103,"Sork Ale","Ethiopia-Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Uncertain","Unknown",13.18,41.725,1611,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","Unknown","Rift zone"
221104,"Asavyo","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",13.098,41.599,1338,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221105,"Mat Ala","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",13.106,41.161,493,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221106,"Tat Ali","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",13.284,41.063,655,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221107,"Borawli","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",13.304,40.987,784,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221110,"Afdera","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Uncertain","Unknown",13.088,40.853,1250,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","Unknown","Rift zone"
221111,"Ma Alalta","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",13.013,40.185,1745,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221112,"Alayta","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Eruption Observed","1915 CE",12.888,40.573,1496,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Historical","D2","Rift zone"
221113,"Dabbahu","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Eruption Observed","2005 CE",12.595,40.48,1401,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221114,"Dabbayra","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",12.38,40.07,1302,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221115,"Manda Hararo","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield(s)","Eruption Observed","2009 CE",12.17,40.82,600,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221116,"Groppo","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",11.816,40.242,852,NA,"Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221120,"Kurub","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",11.88,41.208,625,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Holocene","U","Rift zone"
221122,"Manda-Inakir","Ethiopia-Djibouti","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Fissure vent(s)","Eruption Observed","1928 CE",12.38,42.2,600,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Fissure vent","Historical","D2","Rift zone"
221123,"Mousa Alli","Ethiopia-Eritrea-Djibouti","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",12.469,42.404,1993,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221124,"Gufa","Eritrea-Djibouti","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",12.55,42.53,600,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Volcanic field","Holocene","U","Rift zone"
221125,"Assab Volcanic Field","Eritrea","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",12.95,42.43,987,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Volcanic field","Holocene","U","Rift zone"
221126,"Ardoukoba","Djibouti","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Fissure vent(s)","Eruption Observed","1978 CE",11.58,42.47,298,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Fissure vent","Historical","D1","Rift zone"
221127,"Manda Gargori","Ethiopia","Eastern Africa Volcanic Regions","Afar Rift Volcanic Province","Cluster","Fissure vent(s)","Evidence Credible","Unknown",11.75,41.48,700,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Ethiopia","Fissure vents","Anthropology","U","Rift zone"
221141,"Dama Ali","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Shield","Shield","Eruption Observed","1631 CE",11.28,41.63,1068,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Shield volcano","Historical","D5","Rift zone"
221150,"Gabillema","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",11.08,41.27,1459,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221151,"Yangudi","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Complex","Evidence Credible","Unknown",10.58,41.042,1383,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Complex volcano","Holocene","U","Rift zone"
221160,"Ayelu","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",10.082,40.702,2145,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221170,"Adwa","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano","Evidence Credible","Unknown",10.063,40.831,1670,"Rhyolite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221171,"Hertali","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Fissure vent","Evidence Credible","Unknown",9.78,40.33,900,"Basalt / Picro-Basalt","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Fissure vent","Holocene","U","Rift zone"
221172,"Liado Hayk","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Uncertain","Unknown",9.57,40.28,878,"No Data (checked)","Rift zone / Continental crust (>25 km)","Africa-NE","Maar","Holocene","Unknown","Rift zone"
221180,"Dofen","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Shield","Shield","Evidence Credible","Unknown",9.35,40.13,1151,"Rhyolite","Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
221190,"Fentale","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano","Eruption Observed","1789 CE",8.985,39.906,2007,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Stratovolcano","Historical","D3","Rift zone"
221191,"Beru","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",8.95,39.75,1100,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)","Africa-NE","Volcanic field","Holocene","U","Rift zone"
221200,"Kone","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera(s)","Eruption Observed","1820 CE",8.8105,39.6946,1380,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Caldera","Historical","D3","Rift zone"
221210,"Boset","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano(es)","Evidence Credible","Unknown",8.558,39.475,2447,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221220,"Bishoftu Volcanic Field","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",8.78,38.98,1850,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)","Africa-NE","Fissure vent","Holocene","U","Rift zone"
221222,"Melkassa","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",8.43,39.35,1765,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Africa-NE","Pyroclastic cone","Holocene","U","Intraplate"
221230,"Gedemsa","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera","Evidence Credible","Unknown",8.363,39.172,1909,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Caldera","Holocene","U","Rift zone"
221250,"Bora-Bericha-Tullu Moye","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Pyroclastic cone","Eruption Observed","1900 CE",8.2114,39.0812,2345,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Pumice cone","Anthropology","D2","Rift zone"
221252,"East Ziway","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Fissure vent(s)","Evidence Credible","Unknown",7.874,38.902,1889,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)","Africa-NE","Fissure vent","Holocene","U","Rift zone"
221260,"Butajiri-Silti Field","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",8.05,38.35,2281,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)","Africa-NE","Fissure vent","Holocene","U","Rift zone"
221270,"Aluto","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Composite","Stratovolcano","Eruption Dated","1550 CE",7.77,38.78,2335,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221280,"Shala","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera","Evidence Credible","Unknown",7.4569,38.5571,2075,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Stratovolcano","Holocene","U","Rift zone"
221290,"Corbetti","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Caldera","Caldera","Evidence Credible","396 BCE",7.193,38.39,2289,"Rhyolite","Rift zone / Continental crust (>25 km)","Africa-NE","Caldera","Holocene","U","Rift zone"
221291,"Bilate River Field","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Unrest / Holocene","Unknown",7.07,38.1,1700,"No Data (checked)","Intraplate / Continental crust (>25 km)","Africa-NE","Maar","Holocene","U","Intraplate"
221294,"Northern Lake Abaya Volcanic Field","Ethiopia","Eastern Africa Volcanic Regions","Main Ethiopian Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",6.76,37.97,1594,NA,"Intraplate / Continental crust (>25 km)","Africa-NE","Volcanic field","","Unknown","Intraplate"
221320,"Korath Range","Ethiopia","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Cluster","Tuff cone(s)","Evidence Uncertain","Unknown",5.117,35.892,912,"Trachybasalt / Tephrite Basanite","Rift zone / Intermediate crust (15-25 km)","Africa-NE","Tuff cone","Holocene","Unknown","Rift zone"
221330,"Mega Volcanic Field","Ethiopia","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Cluster","Volcanic field","Evidence Credible","Unknown",3.971,38.213,1500,NA,"Rift zone / Intermediate crust (15-25 km)","Africa-E","Pyroclastic cone","Holocene","U","Rift zone"
222001,"Lake Turkana North Island","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Minor (Basaltic)","Tuff cone(s)","Evidence Credible","Unknown",4.0631,36.0458,490,"Trachyandesite / Basaltic Trachyandesite","Rift zone / Continental crust (>25 km)","Africa-E","Tuff cone","Holocene","U","Rift zone"
222010,"Lake Turkana Central Island","Kenya","Eastern Africa Volcanic Regions","Kenyan Rift Volcanic Province","Minor (Basaltic)","Tuff cone(s)","Evidence Credible","Unknown",3.496,36.0365,518,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)","Africa-E","Stratovolcano","Holocene","U","Rift zone"
