"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"300090","Koryaksky","19038","Confirmed Eruption","NULL","NULL","NULL","?","-5050","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300090","Koryaksky","19045","Confirmed Eruption","Upper NW flank (3000 m)","2","NULL","NULL","2008","NULL","12","?","23","NULL","Observations: Reported","NULL","2009","NULL","8","NULL","27","NULL"
"321010","Baker","20460","Confirmed Eruption","Sherman Crater","2","NULL","NULL","1863","NULL","7","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"354031","Ticsani","11793","Confirmed Eruption","NULL","NULL","NULL","NULL","1800","200","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357090","Copahue","22596","Confirmed Eruption","NULL","1","NULL","NULL","2024","NULL","10","NULL","16","1","Observations: Reported","NULL","2024","NULL","10","NULL","27","1"
"357090","Copahue","12000","Confirmed Eruption","NULL","NULL","NULL","?","-250","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357090","Copahue","20760","Confirmed Eruption","Agrio Crater","2","NULL","NULL","2012","NULL","12","NULL","22","NULL","Observations: Reported","NULL","2013","NULL","12","NULL","10","NULL"
"370030","Ljosufjoll","12479","Confirmed Eruption","Eldborg","2","NULL","?","-7050","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373080","Krafla","12929","Confirmed Eruption","Kröfluhalshraun","NULL","NULL","?","-6500","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"214090","Porak","13915","Confirmed Eruption","SW flank","NULL","NULL","NULL","-778","5","0","NULL","0","NULL","Correlation: Anthropology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"250010","St. Andrew Strait","14858","Confirmed Eruption","Tuluman","2","NULL","NULL","1953","NULL","6","NULL","27","NULL","Observations: Reported","NULL","1957","NULL","1","NULL","28","NULL"
"257090","Traitor's Head","15351","Confirmed Eruption","NE flank submarine vent","0","NULL","NULL","1881","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","13556","Confirmed Eruption","Ngauruhoe","2","NULL","NULL","1881","NULL","7","NULL","6","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","13563","Confirmed Eruption","NE flank (upper Te Mari Crater)","2","NULL","NULL","1892","NULL","11","NULL","30","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","20826","Confirmed Eruption","Upper Te Maari Craters","2","NULL","NULL","2012","NULL","8","NULL","6","NULL","Observations: Reported","NULL","2012","NULL","8","NULL","7","NULL"
"241080","Tongariro","14560","Confirmed Eruption","Upper Te Mari Craters","NULL","NULL","NULL","1500","50","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","14567","Confirmed Eruption","Ngauruhoe","2","NULL","NULL","1913","NULL","1","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","14585","Confirmed Eruption","Ngauruhoe","2","NULL","NULL","1948","NULL","4","NULL","30","NULL","Observations: Reported","NULL","1948","NULL","5","NULL","0","NULL"
"242030","Raoul Island","14692","Confirmed Eruption","Expedition Crater","4","NULL","?","850","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"242030","Raoul Island","14699","Confirmed Eruption","NNE flank (7.5 km from Raoul Island)","0","NULL","NULL","1886","NULL","3","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257050","Lopevi","15292","Confirmed Eruption","NULL","2","?","NULL","1898","NULL","6","NULL","3","NULL","Observations: Reported","NULL","1898","NULL","7","?","24","NULL"
"257050","Lopevi","15303","Confirmed Eruption","NW and/or SW flanks","2","NULL","NULL","1939","NULL","11","NULL","1","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257050","Lopevi","15317","Confirmed Eruption","NW flank (200-400 m)","3","NULL","NULL","2001","NULL","6","NULL","8","NULL","Observations: Reported","NULL","2001","NULL","6",">","19","NULL"
"257050","Lopevi","15321","Confirmed Eruption","NULL","2","NULL","NULL","2005","NULL","10","?","27","NULL","Observations: Reported","NULL","2006","NULL","8","?","1","NULL"
"261160","Talang","15496","Confirmed Eruption","North & south flanks","2","NULL","NULL","2005","NULL","4","?","12","NULL","Observations: Reported","NULL","2005","NULL","7","?","18","NULL"
"262000","Krakatau","15610","Confirmed Eruption","Anak Krakatau","2","NULL","NULL","1972","NULL","6","NULL","10","3","Observations: Reported","NULL","1973","NULL","7","NULL","1","30"
"262000","Krakatau","15585","Confirmed Eruption","NULL","NULL","NULL","NULL","1150","50","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"274030","Babuyan Claro","16882","Confirmed Eruption","Smith volcano","2","NULL","NULL","1907","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283230","Akita-Komagatake","18036","Confirmed Eruption","NULL","4","NULL","NULL","-8300","300","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283230","Akita-Komagatake","18043","Confirmed Eruption","NULL","NULL","NULL","NULL","-1450","50","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"305050","Longgang Group","19640","Confirmed Eruption","Jinlongdingzi","NULL","NULL","?","350","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"321010","Baker","20451","Confirmed Eruption","Sherman Crater","3","?","NULL","1843","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"321010","Baker","20465","Confirmed Eruption","Sherman Crater","2","NULL","NULL","1880","NULL","9","NULL","7","NULL","Observations: Reported","NULL","1880","NULL","11","NULL","27","NULL"
"341080","Chichinautzin","10491","Confirmed Eruption","Cuauhtzin","NULL","NULL","NULL","-5840","500","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"370010","Snaefellsjokull","12470","Confirmed Eruption","NULL","NULL","NULL","NULL","-6050","1000","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373080","Krafla","12938","Confirmed Eruption","Kerlingarholar","0","NULL","NULL","250","300","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"371022","Eldey","12495","Confirmed Eruption","Reykjaneshryggur","4","?","NULL","1211","NULL","8","NULL","31","30","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211040","Stromboli","13406","Confirmed Eruption","Northern flank (Vallonazzo)","0","NULL","?","-6050","NULL","0","NULL","0","NULL","Correlation: Magnetism","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211040","Stromboli","13424","Confirmed Eruption","Summit area","2","NULL","NULL","950","50","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211040","Stromboli","13431","Confirmed Eruption","NULL","2","NULL","NULL","1932","NULL","6","NULL","3","NULL","Observations: Reported","NULL","1932","NULL","6","NULL","3","NULL"
"221113","Dabbahu","13942","Confirmed Eruption","NE flank (Da'Ure)","3","?","NULL","2005","NULL","9","NULL","26","NULL","Observations: Reported","NULL","2005","NULL","9","NULL","29","NULL"
"243040","Hunga Tonga-Hunga Ha'apai","20983","Confirmed Eruption","about 1 km SW of Hunga Tonga and 1 km E of Hunga Ha'apai islands","2","NULL","NULL","2014","NULL","12","NULL","19","NULL","Observations: Reported","NULL","2015","NULL","1","NULL","23","3"
"290240","Sarychev Peak","18816","Confirmed Eruption","NULL","2","NULL","NULL","1976","NULL","9","NULL","23","NULL","Observations: Reported","NULL","1976","NULL","10","NULL","2","NULL"
"290380","Ebeko","18867","Confirmed Eruption","NULL","2","NULL","NULL","1859","NULL","9","NULL","27","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300070","Gorely","18982","Confirmed Eruption","NULL","3","NULL","?","-5150","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300070","Gorely","18999","Confirmed Eruption","NULL","3","NULL","?","-2450","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300123","Bakening","19118","Confirmed Eruption","SE flank","NULL","NULL","?","-1550","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311110","Kanaga","19718","Confirmed Eruption","Summit, upper SW flank","NULL","NULL","NULL","1906","NULL","5","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"343030","Izalco","10779","Confirmed Eruption","NULL","2","NULL","NULL","1836","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"343030","Izalco","10809","Confirmed Eruption","Summit and east flank","2","NULL","NULL","1903","NULL","11","NULL","0","NULL","Observations: Reported","NULL","1905","NULL","3","NULL","0","NULL"
"351012","Bravo, Cerro","11264","Confirmed Eruption","NULL","4","NULL","NULL","1330","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"355110","Llullaillaco","11881","Confirmed Eruption","NULL","2","NULL","NULL","1877","NULL","5","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357070","Chillan, Nevados de","11966","Confirmed Eruption","Volcán Viejo","NULL","NULL","NULL","-320","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357070","Chillan, Nevados de","11979","Confirmed Eruption","Volcán Nuevo","2","NULL","NULL","1906","NULL","8","NULL","6","NULL","Observations: Reported","NULL","1906","NULL","12","NULL","0","NULL"
"357122","Lanin","12081","Confirmed Eruption","NULL","NULL","NULL","NULL","-590","200","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"241080","Tongariro","13553","Confirmed Eruption","Ngauruhoe (NW sub-crater)","2","NULL","NULL","1870","NULL","4","NULL","0","NULL","Observations: Reported","NULL","1870","NULL","8","NULL","0","NULL"
"241080","Tongariro","13570","Confirmed Eruption","Ngauruhoe (south sub-crater)","2","NULL","NULL","1907","NULL","2","NULL","0","NULL","Observations: Reported","NULL","1907","NULL","5","NULL","0","NULL"
"241080","Tongariro","14570","Confirmed Eruption","Ngauruhoe","2","NULL","NULL","1917","NULL","10","NULL","0","NULL","Observations: Reported","NULL","1917","NULL","11","NULL","0","NULL"
"241080","Tongariro","14587","Confirmed Eruption","Ngauruhoe (south sub-crater)","2","NULL","NULL","1949","NULL","2","NULL","9","NULL","Observations: Reported","NULL","1949","NULL","3","NULL","3","NULL"
"241080","Tongariro","14604","Confirmed Eruption","Ngauruhoe","1","NULL","NULL","1976","NULL","8","NULL","23","NULL","Observations: Reported","NULL","1976","NULL","8","NULL","28","NULL"
"241080","Tongariro","13434","Confirmed Eruption","Ngauruhoe","2","NULL","NULL","1869","NULL","8","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"242030","Raoul Island","14689","Confirmed Eruption","S part Raoul Caldera","4","NULL","?","400","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257050","Lopevi","15306","Confirmed Eruption","Summit, NW, north, east and SE flanks","3","NULL","NULL","1963","NULL","7","NULL","7","NULL","Observations: Reported","NULL","1965","NULL","7","NULL","2","182"
"261160","Talang","15489","Confirmed Eruption","NULL","2","NULL","NULL","1963","NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"262000","Krakatau","15608","Confirmed Eruption","Anak Krakatau","1","?","?","1965","NULL","7","NULL","2","182","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"262000","Krakatau","15625","Confirmed Eruption","Anak Krakatau","1","NULL","NULL","2001","NULL","7","NULL","21","NULL","Observations: Reported","NULL","2001","NULL","9","?","17","NULL"
"262000","Krakatau","22275","Confirmed Eruption","Anak Krakatau","3","NULL","NULL","2018","NULL","6","NULL","18","NULL","Observations: Reported","NULL","2020","NULL","4","NULL","17","NULL"
"262000","Krakatau","15591","Confirmed Eruption","Anak Krakatau","2","NULL","NULL","1931","NULL","9","NULL","23","NULL","Observations: Reported","NULL","1932","NULL","2","NULL","17","NULL"
"283230","Akita-Komagatake","18046","Confirmed Eruption","NULL","2","NULL","NULL","-50","200","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284190","Guguan","18531","Confirmed Eruption","NULL","2","?","NULL","1883","1","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300170","Uzon","17646","Confirmed Eruption","N part of caldera (Lake Dal'ny maar)","NULL","NULL","NULL","-5700","50","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"321010","Baker","20454","Confirmed Eruption","Sherman Crater","2","NULL","NULL","1852","NULL","12","NULL","1","30","Observations: Reported","NULL","1853","NULL","1","?","0","NULL"
"242030","Raoul Island","14686","Confirmed Eruption","Denham caldera","6","NULL","NULL","-250","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257050","Lopevi","15309","Confirmed Eruption","Summit and NW flank","2","NULL","NULL","1974","NULL","1","NULL","16","15","Observations: Reported","NULL","1974","NULL","10","NULL","7","NULL"
"261160","Talang","15486","Confirmed Eruption","NE flank","2","NULL","NULL","1845","NULL","4","NULL","22","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"261160","Talang","15488","Confirmed Eruption","NE flank","2","NULL","?","1876","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"262000","Krakatau","15586","Confirmed Eruption","NULL","NULL","NULL","?","1320","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"262000","Krakatau","15588","Confirmed Eruption","Perbuwatan","3","NULL","NULL","1680","NULL","5","NULL","0","NULL","Observations: Reported","NULL","1681","NULL","11",">","19","NULL"
"265060","Nila","16379","Confirmed Eruption","NULL","2","NULL","NULL","1903","NULL","12","NULL","8","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"265060","Nila","16381","Confirmed Eruption","NULL","1","?","NULL","1964","NULL","3","NULL","16","15","Observations: Reported","NULL","1964","NULL","3","NULL","16","15"
"274030","Babuyan Claro","16881","Confirmed Eruption","Babuyan Claro","2","NULL","NULL","1860","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283230","Akita-Komagatake","18051","Confirmed Eruption","Yoko-dake","1","?","NULL","1902","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"283230","Akita-Komagatake","18053","Confirmed Eruption","Me-dake","2","NULL","NULL","1970","NULL","9","NULL","18","NULL","Observations: Reported","NULL","1971","NULL","1","NULL","26","NULL"
"285034","Kuttara","18587","Confirmed Eruption","NULL","NULL","NULL","NULL","200","75","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357090","Copahue","12001","Confirmed Eruption","NULL","2","NULL","?","1750","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357090","Copahue","12008","Confirmed Eruption","Agrio Crater","2","NULL","NULL","1992","NULL","7","NULL","22","NULL","Observations: Reported","NULL","1993","NULL","7","NULL","2","182"
"358050","Corcovado","12301","Confirmed Eruption","NULL","NULL","NULL","NULL","-6640","770","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"370010","Snaefellsjokull","12471","Confirmed Eruption","East of Snaefellsjökull (Budaklettur)","2","NULL","NULL","-4550","1500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"370010","Snaefellsjokull","12478","Confirmed Eruption","NULL","NULL","NULL","NULL","200","150","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
